MIN,Item Name,Department
108669486,Gv Bright Yellow 30G Includes Cigarette Papers,Tobacco Products (Splits)
108669515,Gv Bright Yellow 50G Includes Cigarette Papers,Tobacco Products (Splits)
108669558,Golden Virginia The Original 50G Includes Cigarette Papers,Tobacco Products (Splits)
108669700,Jps Bright Silver Stream 20 Pack,Tobacco Products (Splits)
108669734,Regal Filter 20 Pack,Tobacco Products (Splits)
108669831,Superkings Original Black 20Pk,Tobacco Products (Splits)
108669902,Superkings Bright Blue 20Pk,Tobacco Products (Splits)
108670461,Blu Pro Clearomiser,Tobacco Products (Splits)
108677339,Blu Pro E-Liquid Blueberry 1.6%,Tobacco Products (Splits)
108677515,Blu Pro E-Liquid Menthol 1.6%,Tobacco Products (Splits)
108705601,Condor Ready Rubbed Tobacco 50G,Tobacco Products (Splits)
108705782,Hamlet Miniature 10Pk,Tobacco Products (Splits)
108705846,Hamlet Fine 10Pk,Tobacco Products (Splits)
108783617,Moments 5 Panatella Cigars,Tobacco Products (Splits)
108783668,Moments 20 Blue Cigars,Tobacco Products (Splits)
108807720,Hamlet Fine 5Pk,Tobacco Products (Splits)
108807762,Special Virginia Ready Rubbed 50G,Tobacco Products (Splits)
109822841,Heets Turquoise Label 20Pk,Tobacco Products (Splits)
110274521,Riverstone Easy Rolling Tobacco 30G,Tobacco Products (Splits)
110274555,Riverstone Easy Rolling Tobacco 50G,Tobacco Products (Splits)
110588685,Berkeley Superkings Blue 20 Cigarettes,Tobacco Products (Splits)
110589215,Sovereign Blue King Size 20 Cigarettes,Tobacco Products (Splits)
110590275,Sterling Superkings Blue 20 Cigarettes,Tobacco Products (Splits)
110590427,Kensitas Club Superkings 20 Cigarettes,Tobacco Products (Splits)
110590591,Holborn Yellow Includes Cigarette Papers 50G,Tobacco Products (Splits)
110591067,Kensitas Club Rolling Tobacco Includes Cigarette Papers 50G,Tobacco Products (Splits)
110591155,Benson & Hedges Superkings Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110591278,Sovereign Sky Blue 20 Cigarettes,Tobacco Products (Splits)
110591331,Benson & Hedges Superkings Blue 20 Cigarettes,Tobacco Products (Splits)
110591358,Benson & Hedges Superkings Sky Blue 20 Cigarettes,Tobacco Products (Splits)
110591526,Benson & Hedges Silver 20 Cigarettes,Tobacco Products (Splits)
110591551,Mayfair King Size 20 Cigarettes,Tobacco Products (Splits)
110591606,Silk Cut Purple 20 Cigarettes,Tobacco Products (Splits)
110592078,Berkeley Superkings 20 Cigarettes,Tobacco Products (Splits)
110592191,Mayfair Superkings 20 Cigarettes,Tobacco Products (Splits)
110592414,Sterling Rolling Tobacco Includes Cigarette Papers 50G,Tobacco Products (Splits)
110592511,Sterling Rolling Tobacco Includes Cigarette Papers 30G,Tobacco Products (Splits)
110592633,Silk Cut Silver 20 Cigarettes,Tobacco Products (Splits)
110592844,Benson & Hedges Gold 20 Cigarettes,Tobacco Products (Splits)
110593020,Benson & Hedges Blue King Size 20 Cigarettes,Tobacco Products (Splits)
110593118,Benson & Hedges Sky Blue 20 Cigarettes,Tobacco Products (Splits)
110594006,Silk Cut Purple 100'S 20 Cigarettes,Tobacco Products (Splits)
110594170,Kensitas Club 20 Cigarettes,Tobacco Products (Splits)
110594196,Mayfair Sky Blue 20 Cigarettes,Tobacco Products (Splits)
110595789,Mayfair White 20 Cigarettes,Tobacco Products (Splits)
110595957,American Spirit Blue Hand Rolling Tobacco 30G,Tobacco Products (Splits)
110596001,Old Holborn Original Hand Rolling Tobacco 30G,Tobacco Products (Splits)
110596079,Amber Leaf Original 30G,Tobacco Products (Splits)
110596116,Amber Leaf Original Includes Cigarette Papers 50G,Tobacco Products (Splits)
110596183,Old Holborn Original Hand Rolling Tobacco 50G,Tobacco Products (Splits)
110596255,Silk Cut Blue 20 Cigarettes,Tobacco Products (Splits)
110596271,Sovereign Superkings Blue 20 Cigarettes,Tobacco Products (Splits)
110596343,Embassy Number 1 Red Superkings 20Pk,Tobacco Products (Splits)
110596394,Sterling King Size 20 Cigarettes,Tobacco Products (Splits)
110596571,Sterling Superkings 20 Cigarettes,Tobacco Products (Splits)
110596642,Amber Leaf Original 3 In 1 Includes Cigarette Papers And Filters 30G,Tobacco Products (Splits)
110597080,Dunhill International 20 Cigarettes,Tobacco Products (Splits)
110597151,Rothmans Blue Xl 24 Cigarettes,Tobacco Products (Splits)
110597178,Cutters Choice Original Includes Cigarette Papers 30G,Tobacco Products (Splits)
110597223,Royals Red 23 Cigarettes,Tobacco Products (Splits)
110597258,Rothmans Original 20 Cigarettes,Tobacco Products (Splits)
110597266,Cutters Choice Original Includes Papers 50G,Tobacco Products (Splits)
110597338,Rothmans Blue 20 Cigarettes,Tobacco Products (Splits)
110597346,Rothmans Silver 20 Cigarettes,Tobacco Products (Splits)
110597362,Rothmans Blue Superkings 20 Cigarettes,Tobacco Products (Splits)
110597397,Cutters Choice Extra Fine Includes Cigarette Papers 30G,Tobacco Products (Splits)
110605254,Sterling Superkings 100 5 X 20 Cigarettes,Tobacco Products (Splits)
110605342,Benson & Hedges Gold 5 X 20 Cigarettes,Tobacco Products (Splits)
110605377,Sovereign Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110605406,Benson & Hedges Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110605431,Silk Cut Purple 5 X 20 Cigarettes,Tobacco Products (Splits)
110605465,Kensitas Club Superkings 5 X 20 Cigarettes,Tobacco Products (Splits)
110605490,Kensitas Club King Size 5 X 20 Cigarettes,Tobacco Products (Splits)
110605529,Silk Cut Silver 5 X 20 Cigarettes,Tobacco Products (Splits)
110605553,Sovereign Superkings Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110605676,Mayfair King Size 5 X 20 Cigarettes,Tobacco Products (Splits)
110605764,Sterling King Size 5 X 20 Cigarettes,Tobacco Products (Splits)
110605852,J P S Superkings Real Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110605887,Lambert & Butler Original Silver 5 X 20 Cigarettes,Tobacco Products (Splits)
110605916,Lambert & Butler Bright Gold 5 X 20 Cigarettes,Tobacco Products (Splits)
110605941,Regal Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110605975,Richmond Real Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110606249,Superkings Original Black 5 X 20 Cigarettes,Tobacco Products (Splits)
110606273,Windsor Blue J P S Superkings Real Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110606337,Richmond Superkings Real Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110606396,J P S Players Superkings Real Red 5 X 20 Cigarettes,Tobacco Products (Splits)
110606425,J P S Players Real Red 5 X 20 Cigarettes,Tobacco Products (Splits)
110606450,Carlton Original 5 X 20 Cigarettes,Tobacco Products (Splits)
110606484,Carlton Original Superkings 5 X 20 Cigarattes,Tobacco Products (Splits)
110606513,Carlton Superkings Bright Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110606548,John Player Special Legendary Black 5 X 20 Cigarettes,Tobacco Products (Splits)
110606572,J P S Real Blue 5 X 20 Cigarettes,Tobacco Products (Splits)
110607671,Royals Red 20 Cigarettes,Tobacco Products (Splits)
110611259,Embassy Signature Gold 5 X 20 Cigarettes,Tobacco Products (Splits)
110646814,Chesterfield Red 20 Cigarettes,Tobacco Products (Splits)
110646831,Chesterfield Blue 20 Cigarettes,Tobacco Products (Splits)
110646857,Chesterfield Red Superking 20 Cigarettes,Tobacco Products (Splits)
110646902,Marlboro Gold 20 Cigarettes,Tobacco Products (Splits)
110646988,Marlboro Touch 20 Cigarettes,Tobacco Products (Splits)
110647008,Marlboro Gold Fine Cut Tobacco 30G,Tobacco Products (Splits)
110647083,Marlboro Red 20 Cigarettes,Tobacco Products (Splits)
110647180,Marlboro Silver Blue 20 Cigarettes,Tobacco Products (Splits)
110647219,Marlboro Gold 5 X 20 Cigarettes,Tobacco Products (Splits)
110647243,Marlboro Red 5 X 20 Cigarettes,Tobacco Products (Splits)
110866921,O C B Virgin Unbleached Slim & Filters,Tobacco Products (Splits)
110918381,Lambert & Butler Original 30G,Tobacco Products (Splits)
110918509,Lambert & Butler Original 50G,Tobacco Products (Splits)
110918795,Nordic Spirit Mint 6Mg/20G,Tobacco Products (Splits)
110918824,Nordic Spirit Mint 9Mg/20G,Tobacco Products (Splits)
110922583,Sterling Dual Capsule Leaf Wrapped 10 Cigarillos,Tobacco Products (Splits)
111030018,Jps Players Green Filter Superkings 20,Tobacco Products (Splits)
111030368,Richmond Green Filter Superkings 20,Tobacco Products (Splits)
111030616,Richmond Green Filter Superkings 100 5 X 20 Cigarettes,Tobacco Products (Splits)
111030683,Carlton Green Filter Superkings 20,Tobacco Products (Splits)
111073181,Rizla Fresh Mint Flavour Infusion,Tobacco Products (Splits)
111073309,Rizla Menthol Chill Flavour Infusion,Tobacco Products (Splits)
111095524,Chesterfield Bright Superking 20 Cigarettes,Tobacco Products (Splits)
111104081,Swan Crushball Fresh Extra Slim Burst 54 Filter Tips,Tobacco Products (Splits)
111105147,Benson & Hedges Blue Dual 20 Cigarettes,Tobacco Products (Splits)
111105403,Benson & Hedges Superkings Green 20 Cigarettes,Tobacco Products (Splits)
111105761,Berkeley Superkings Green 20 Cigarettes,Tobacco Products (Splits)
111105913,Mayfair Green 20 Cigarettes,Tobacco Products (Splits)
111106078,Sovereign Dual 20 Cigarettes,Tobacco Products (Splits)
111106203,Sterling Dual 20 Cigarettes,Tobacco Products (Splits)
111106334,Sterling Superkings Green 20 Cigarettes,Tobacco Products (Splits)
111107062,Holborn Yellow 30G Includes Papers & Filters,Tobacco Products (Splits)
111107097,Kensitas Club 30G Includes Papers & Filters,Tobacco Products (Splits)
111108081,Pall Mall Flow Blue King Size 20 Cigarettes,Tobacco Products (Splits)
111108161,Pall Mall Flow Blue Superkings 20 Cigarettes,Tobacco Products (Splits)
111108225,Pall Mall Flow Red King Size 20 Cigarettes,Tobacco Products (Splits)
111108268,Pall Mall Flow Red Superkings 20 Cigarettes,Tobacco Products (Splits)
111108292,Pall Mall Shift 20 Cigarettes,Tobacco Products (Splits)
111108356,Pall Mall Shift Xl 23 Cigarettes,Tobacco Products (Splits)
111108410,Signature Dual 10 Cigarillos,Tobacco Products (Splits)
111108444,Vogue Blue 20 Cigarettes,Tobacco Products (Splits)
111108479,Vogue Bleue Compact 20 Cigarettes,Tobacco Products (Splits)
111448422,Sterling Dual Capsule Leaf Wrapped 20,Tobacco Products (Splits)
111478306,Lambert & Butler Blue New Crush 20,Tobacco Products (Splits)
111674681,88Vape Accessories Ce4 Clearomizer,Tobacco Products (Splits)
111674753,88Vape Anytank E-Liquid 6Mg Lemon Sherbet 10Ml,Tobacco Products (Splits)
111674817,88Vape Original E-Liquid 11Mg Menthol Chill 10Ml,Tobacco Products (Splits)
111674841,88Vape Anytank E-Liquid 6Mg Menthol Chill 10Ml,Tobacco Products (Splits)
111674905,88Vape Original E-Liquid 11Mg Sweet Strawberry 10Ml,Tobacco Products (Splits)
111685313,88Vape Anytank E-Liquid Raspberry Ripple 6Mg/G 10Ml,Tobacco Products (Splits)
111809777,88Vape Any Tank E-Liquid Fusion 6Mg/G 10Ml,Tobacco Products (Splits)
111877016,Vuse E Pod V Pro Golden Tobacco 18Mg/Ml,Tobacco Products (Splits)
111897375,Jps Players Easy Rolling Tobacco Pouch 30G,Tobacco Products (Splits)
111897463,Jps Players Easy Rolling Tobacco 50G,Tobacco Products (Splits)
111897519,Rizla Super Thin Silver King Size Slim Combi Pack,Tobacco Products (Splits)
111919255,Vuse Epod Pods Vpro Chilled Mint 18Mg/Ml,Tobacco Products (Splits)
111927757,Sterling Rolling Tobacco Essential 30G,Tobacco Products (Splits)
112057458,Lambert &Butler Real Blue King Size 100 Cigarettes,Tobacco Products (Splits)
112097636,Edge Blackcurrant E-Liquid 12Mg,Tobacco Products (Splits)
112097687,Edge Blackcurrant E-Liquid 18Mg,Tobacco Products (Splits)
112098031,Edge British Tobacco E-Liquid 18Mg,Tobacco Products (Splits)
112100778,Edge Very Menthol E-Liquid 12Mg,Tobacco Products (Splits)
112100866,Edge Very Menthol E-Liquid 6Mg,Tobacco Products (Splits)
112100920,Edge Virginia Tobacco E-Liquid 18Mg,Tobacco Products (Splits)
112100954,Edge Virginia Tobacco E-Liquid 6Mg,Tobacco Products (Splits)
112216172,Sterling Rolling Tobacco Essential 50G,Tobacco Products (Splits)
112445531,Vuse Epod Pods Vpro Chilled Mint 6Mg/Ml Ukca Clp,Tobacco Products (Splits)
112447819,88Vape Anytank Menthol Chill 16Mg 10Ml,Tobacco Products (Splits)
112536408,Vuse Epod Pods Vpro Strawberry Ice 18Mg,Tobacco Products (Splits)
112562163,Juul 2 Pods Uk Ruby Menthol 18Mg/Ml 2-Pack,Tobacco Products (Splits)
112584039,Benson & Hedges Blue 2 In 1 50G Cigarettes,Tobacco Products (Splits)
112584119,Mayfair Silver King Size Cigarettes,Tobacco Products (Splits)
112584160,Mayfair Silver Super King Size Cigarettes,Tobacco Products (Splits)
112584346,Benson & Hedges Blue 2 In 1 30G Cigarettes,Tobacco Products (Splits)
112685825,Rothmans Green Sk 20,Tobacco Products (Splits)
112690253,Aqua Vape Wild Berry 3Mg/Ml 10Ml,Tobacco Products (Splits)
112693438,Vampire Vape All Day Grape 12Mg/Ml 10Ml,Tobacco Products (Splits)
112693462,VAMPIRE VAPE ALL DAY GRAPE 6MG/ML 10ML,Tobacco Products (Splits)
112693526,Vampire Vape Black Jack 6Mg/Ml 10Ml,Tobacco Products (Splits)
112693622,Vampire Vape Heisenberg 12Mg/Ml 10Ml,Tobacco Products (Splits)
112693657,Vampire Vape Heisenberg 6Mg/Ml 10Ml,Tobacco Products (Splits)
112693681,VAMPIRE VAPE ICE MENTHOL 12MG/ML 10ML,Tobacco Products (Splits)
112693868,Vampire Vape Sweet Tobacco 6Mg/Ml 10Ml,Tobacco Products (Splits)
112716484,Blu 2.0 Device Kit,Tobacco Products (Splits)
112716513,Blu 2.0 Pod Berry Mix 18Mg/Ml 1.5Ml,Tobacco Products (Splits)
112716601,BLU 2.0 POD FRESH MINT 18MG/ML 1.5ML,Tobacco Products (Splits)
112716636,Blu 2.0 Pod Golden Tobacco 18Mg/Ml 1.5Ml,Tobacco Products (Splits)
112716661,Blu 2.0 Pod Polar Menthol 18Mg/Ml 1.5Ml,Tobacco Products (Splits)
112716695,Blu Pod 2.0 Fresh Mint 9Mg/Ml 1.5Ml,Tobacco Products (Splits)
112741065,Velo Tropic Breeze 6Mg Nicotine Pouches,Tobacco Products (Splits)
112785199,Clipper Jet Flame Lighter Solid Colours 24Pk,Tobacco Products (Splits)
112790027,Clipper Solid Colour Silver Top Lighter,Tobacco Products (Splits)
112914974,Royal Dutch 10 Cigarillos Filter,Tobacco Products (Splits)
112915977,Velo Max Freeze 17Mg,Tobacco Products (Splits)
112992850,La Invicta Nicaraguan Robusto Cigar,Tobacco Products (Splits)
113011970,Regal Signature Super King Size 20Pk,Tobacco Products (Splits)
113049417,Blu 2.0 Pod Strawberry Mint 18Mg,Tobacco Products (Splits)
113051824,Crystal Blue Razz Lemonade 20Mg,Tobacco Products (Splits)
113051904,Crystal Watermelon Ice 20Mg,Tobacco Products (Splits)
113089081,Nordic Spirit Spearmint Strong,Tobacco Products (Splits)
113089110,Amber Leaf Original 40G,Tobacco Products (Splits)
113144414,Lost Mary Disposable Pod Double Apple 20Mg/Ml,Tobacco Products (Splits)
113149194,Lost Mary Disposable Pod Pineapple Ice 20Mg/Ml,Tobacco Products (Splits)
113241134,Crystal Lemon & Lime 20Mg,Tobacco Products (Splits)
113241193,Crystal Strawberry Burst 20Mg,Tobacco Products (Splits)
113241839,Ske Crystal Bar Cherry Ice 20Mg,Tobacco Products (Splits)
113351683,ELF LOST MARY BM600 KIWI PASSION FRUIT GUAVA 20MG 2ML,Tobacco Products (Splits)
113356732,Elf Lost Mary Bm600 Strawberry Ice 20Mg 2Ml,Tobacco Products (Splits)
113356767,Elf Lost Mary Bm600 Triple Mango 20Mg 2Ml,Tobacco Products (Splits)
113356855,Elf Lost Mary Bm600 Blueberry Sour Raspberry 20Mg 2Ml,Tobacco Products (Splits)
113360660,Lucky Strike Red Superking 20S,Tobacco Products (Splits)
113360715,Lucky Strike Red Kingsize 20S,Tobacco Products (Splits)
113394392,Richmond Compact 20S,Tobacco Products (Splits)
113398457,Embassy Signature Tobacco Pouch 30G,Tobacco Products (Splits)
113402997,Ivg 2400 Blue Edition 20Mg,Tobacco Products (Splits)
113406621,Ske Crystal Fresh Menthol Mojito 20Mg/Ml,Tobacco Products (Splits)
113427140,Mayfair Gold Ks 20,Tobacco Products (Splits)
113427385,Mayfair Gold Superking 20Mg/Ml,Tobacco Products (Splits)
113438391,Iqos Terea Amber 20S,Tobacco Products (Splits)
113438421,Iqos Terea Mauve 20S,Tobacco Products (Splits)
113438754,Terea Blue 20S,Tobacco Products (Splits)
113438818,Terea Sienna 20S,Tobacco Products (Splits)
113439909,Terea Turquoise 20S,Tobacco Products (Splits)
113455837,Bayside Virginia 50G,Tobacco Products (Splits)
113455861,Alluve Lilac 20 Cigarettes,Tobacco Products (Splits)
113455925,Manitou Virginia Green 30G,Tobacco Products (Splits)
113488760,Gold Bar  Summer Berries 45G,Tobacco Products (Splits)
113592655,Gold Bar - Oasis - 20Mg/Ml,Tobacco Products (Splits)
113595442,Ske Crystal Bar - Sour Pineapple - 20Mg/Ml,Tobacco Products (Splits)
113647513,Ske Crystal Blueberry Raspberries 20Mg/Ml,Tobacco Products (Splits)
113682925,Ske Crystal Plus Strawberry Burst Pods 20Mg/Ml,Tobacco Products (Splits)
113683012,Ske Crystal Bar Cola Ice 20Mg/Ml,Tobacco Products (Splits)
113683047,Ske Crystal Bar Blueberry Cherry Cranberry 20Mg/Ml,Tobacco Products (Splits)
113685931,Blu Bar 1000 Blueberry Ice 20Mg,Tobacco Products (Splits)
113685974,Blu Bar 1000 Strawberry Ice 20Mg,Tobacco Products (Splits)
113686846,Blu Bar 1000 Grape 20Mg/Ml,Tobacco Products (Splits)
113687056,Blu Bar 1000 Banana Ice 20Mg,Tobacco Products (Splits)
113687110,Blu Bar 1000 Mint 20Mg,Tobacco Products (Splits)
113687144,Blu Bar 1000 Watermelon Ice 20Mg,Tobacco Products (Splits)
113690204,Ivg 2400 Special Edition 20Mg/2Ml,Tobacco Products (Splits)
113690239,Ivg 2400 Pink Edition 20Mg/2Ml,Tobacco Products (Splits)
113690503,Ivg 2400 Purple Edition 20Mg/Ml,Tobacco Products (Splits)
113690790,Ske Crystal Bar Strawberry Blast 20Mg,Tobacco Products (Splits)
113690984,ELFLIQ SPEARMINT 20MG,Tobacco Products (Splits)
113691485,Elf Bar V2 Strawberry Raspberry Cherry Ice 20Mg/Ml,Tobacco Products (Splits)
113691573,Juul2Pods Uk Crisp Menthol 4 Pod Pack,Tobacco Products (Splits)
113691979,Ske Crystal Pineapple Peach Mango 20Mg/Ml,Tobacco Products (Splits)
113692533,Elf Bar V2 Blueberry 20Mg/Ml,Tobacco Products (Splits)
113692681,Elf Bar V2 Cherry 20Mg/Ml,Tobacco Products (Splits)
113692736,Elf Bar V2 Lemon Lime 20Mg/Ml,Tobacco Products (Splits)
113695144,Lost Mary Bm600 Cherry Ice 20Mg/2Ml,Tobacco Products (Splits)
113695179,Lost Mary Bm600 Grape 20Mg/2Ml,Tobacco Products (Splits)
113697756,EDGE BAR SALTS  BLUEBERRY SOUR RASPBERRY ICE 15MG,Tobacco Products (Splits)
113698759,Juul2Pods Uk Virginia Tobacco 4 Pod Pack,Tobacco Products (Splits)
102799589,Market Street Turkey Breast Joint Skin On 1.85Kg,Turkey
111404307,M MED WHOLE TURKEY 4-5.49KG,Turkey
